Id,Name,Language,keywords
1024549,my first alphabet book (leapfrog),eng, scholastic_inc. cartwheel_books eng leapfrog books alphabet preschoolers alphabeton
1027750,thank you prayer,eng, josephine_page cartwheel_books eng prayer thanksgiving churchthank singthank cozy
1006226,recess mess,en-US, grace_maccarone cartwheel_books en-US door sam color room enter
1079039,"lad to the rescue (lad, a dog)",eng, margo_lundell cartwheel_books eng collie terhunes stories 1920s tale
1072123,airfields & airmen: somme,en-GB, mike_o'connor casemate_publishers en-GB 1918 airfields somme ypres 1916
1072119,airfiled & airmen: cambrai,en-GB, mike_o'connor casemate_publishers en-GB airfields airmencambrai aviators earliest cemetery
1058609,wheels of terror,eng, sven_hassel cassell eng sven soldier soldiers inferno comrades
1041579,the ultimate garden designer,eng, tim_newbury cassell eng garden designs watercolours design photographs
1034923,slogging over africa: the boer wars 1815-1902,eng, michael_barthorp cassell eng transvaal boers boer cape colonial
1043081,"1001 gardens you must see before you die. general editor, rae spencer-jones",en-GB, rae_spencer-jones cassell_illustrated en-GB gardens gardeners landscape nature artistic
1096765,the complete sketching book,eng, john______hamilton cassell_illustrated eng drawings drawing beginners sketches draw
1064218,lincoln's admiral: the civil war campaigns of david farragut,eng, james_p._duffy castle_books eng farraguts farragut admiral torpedoes battle
1034113,tales of the north,eng," jack_london castle_books,_us eng novels jack seawolf londons wild"
1009079,the poetry of jaroslav seifert,en-GB, jaroslav_seifert catbird_press en-GB poet poetry poems seifert nobel
1069755,a primer of medieval latin: an anthology of prose and verse,eng, charles_h._beeson catholic_university_of_america_press eng poetrypraise latin medieval texts anthology
1005192,space pirates on callisto,eng, jackie_french catnip_publishing_ltd eng pirates holiday callistoits travel camping
1073497,willa and the wind,eng, janice_m._del_negro cavendish_square_publishing eng windy wind willas tale willa
1052571,honey in the horn,eng, h.l._davis caxton_press eng horn honey novel oregon clay
1003887,"gold town to ghost town: the story of silver city, idaho",eng, julia_conway_welch caxton_press eng silver mining idaho discoveries 1863
1024628,"murder on naked beach (the lucy ripken mysteries, #1)",eng,"the_lucy_ripken_mysteries,_#1 j.j._henderson cds_books eng novel island lucy naked beach"
1001522,the freedom phalanx,eng, robin_d._laws cds_books eng paragon positron despair villains phalanx
1052364,"women in eternity, women of zion",eng, alma_don_sorensen cedar_fort eng lds women gender scriptures theology
1012665,totally teatime cookbook,eng, helene_siegel celestial_arts eng diecut teapot muffins baked coffee
1064308,hindu religious tradition,eng, thomas_j._hopkins cengage_learning eng indus hindu civilization development survey
1073748,electrical wiring residential: based on the 2005 national electric code,eng, ray_c._mullin cengage_learning eng wiring electrical residential electricians residence
1069693,emergency medical response to hazardous materials incidents,eng, richard_h._stilp cengage_learning eng toxicological poisonings hazardous decontamination chemical
1020100,"the earth and its peoples: a global history, complete edition",eng, richard_w._bulliet cengage_learning eng earth enlightenment environment societies americas
1002134,"world history, compact edition",eng, jiu-hwa_lo_upshur cengage_learning eng civilizations history timelines maps map
1023455,college oral communication 4: english for academic success,eng, steve_________jones cengage_learning eng oral communication academic students speaking
1077172,experiments in biochemistry: a hands-on approach,eng, shawn_o._farrell cengage_learning eng experiments laboratory classroomtested lab interactive
1020431,"milk glass moon (big stone gap, book 3)",eng, adriana_trigiani center_point eng novel maria trigianis stone smalltown
1069480,slayers special: lesser of two evils,eng, hajime_kanzaka central_park_media eng sorceresses sorcery sword naga lina
1071122,the book of hiram,en-GB, christopher____knight century en-GB masonic freemasonry freemasonrys ritual rituals
1071120,"the hiram key (the hiram key, #1)",eng,"the_hiram_key,_#1 christopher____knight century eng freemason freemasonry tomb ancient egyptian"
1053989,the broker,eng, john_grisham century eng blackman pardon backman president notorious
1020185,the tiny tots bible story book,eng, john_h._walton chariot_victor_publishing eng bible storybook books toddler jonah
1055479,the red pavilion,eng, robert_van_gulik charles_scribner's_sons eng courtesan paradise moon encounter autumn
1019686,watership down,en-US, richard__adams charles_scribner's_sons en-US watership novels adventure downs netflix
1056767,the sun also rises,eng, ernest_hemingway charles_scribner's_sons eng hemingways hemingway novel generation writers
1028305,"the listeners,",eng, james_e._gunn charles_scribner's_sons_(ny) eng extraterrestrial alien seti fiction book
1097350,"wildcard (dr steven dunbar, #3)",eng,"dr_steven_dunbar,_#3 ken_mcclure charnwood eng ebola outbreak steven virus traveler"
1023563,sula,eng, toni_morrison chatto__windus eng novel heroines sula woman womanhood
1051907,crocodiles and alligators,eng, charles_a._ross checkmark_books eng crocodilians species twentytwo comprehensive introduction
1083348,cultural atlas of mesopotamia and the ancient near east,eng, michael_roaf checkmark_books eng archaeology prehistory civilization geography anthropology
1018421,"wind power: renewable energy for home, farm, and business",en-US, paul_gipe chelsea_green_publishing_company en-US renewable wind turbine turbines powerover
1006104,"alfred, lord tennyson: comprehensive research and study guide (bloom's major poets)",eng, harold_bloom chelsea_house_publications eng poems poets poetry blooms critics
1010903,sars (deadly diseases and epidemics),eng, joaquima_serradell chelsea_house_publications eng sars acute viral virus respiratory
1038947,the world that made new orleans: from spanish silver to congo square,eng, ned_sublette chicago_review_press eng orleans louisiana haiti slavery cuba
1001995,"inkheart (inkworld, #1)",eng,"inkworld,_#1 cornelia_funke chicken_house eng meggie reads bookbinding books stories"
1001997,inkheart,eng, cornelia_funke chicken_house_ltd. eng meggie meggies readers book characters
1021636,judge rabbit and the tree spirit: a folktale from cambodia/bilingual in english and khmer,eng, cathy_spagnoli children's_book_press_(ca) eng cambodian rabbit tree tale spirit
1085090,treasure island,eng, robert_louis_stevenson children's_classics eng stevensons hawkins treasure adventure swashbuckling
1065733,i love rocks (a rookie reader),en-US, cari_meister children's_press en-US children boulders rocks caves reading
1006123,what are atoms? (rookie read-about science),eng, lisa_trumbauer children's_press eng readers science ages book young
1005712,norman rockwell (getting to know the world's greatest artists),eng, mike_venezia children's_press_(ct) eng illustrations art artists rockwell rockwells
1022863,dune,eng, frank_herbert chilton eng dune leto novel interstellar cosmos
1033678,the art of amy brown,eng, amy_brown chimera_publishing eng artwork amy art hardcover paperback
1011606,chinese food,eng, junru_liu china_intercontinental_press eng garments garment clothing archeological craft
1035825,taipei people,eng, pai_hsien-yung chinese_university_press eng joyces taipei hanan dubliners chinese
1074888,progress without loss of soul: toward a holistic approach to modernization planning,eng, theodor_abt chiron_publications eng modernization planning transition technology paradigm
1005141,the cloud above the green,eng, philip_gibbs chivers eng novel neighbours neighbourhood village cricket
1030253,ruth,eng, elizabeth_gaskell chivers_audio_books eng ruth novels gaskells mrs authors
1006391,memoirs of a geisha,eng, arthur_golden chivers_press eng novel geisha geishain confessions memoirs
1023586,when we were orphans,eng," kazuo_ishiguro chivers,_windsor,_paragon_&_co eng akira detective shanghai detectives park"
1092156,"the revolution against christendom (a history of christendom, vol. 5)",eng, warren_h._carroll christendom_press eng narration western historical orthodox catholic
1092161,"the cleaving of christendom (a history of christendom, vol. 4)",eng, warren_h._carroll christendom_press eng narration western historical orthodox catholic
1092159,"the glory of christendom (a history of christendom, vol. 3)",eng, warren_h._carroll christendom_press eng narration western historical orthodox catholic
1027982,the normal christian life,eng, watchman_nee christian_literature_crusade eng eternal christian watchman faith theme
1059834,the pursuit of god,eng, a.w._tozer christian_publications eng tozer wrote draft tozers pursuit
1087088,"the art of monsters, inc.",en-US, john_lasseter chronicle_books en-US animators pixars artwork monsters animation
1049070,"olive, the other reindeer",en-US, j._otto_seibold chronicle_books en-US reindeer olive santa adorable dog
1013171,moishe's miracle: a hanukkah story,en-US, laura_krauss_melmed chronicle_books en-US moishe latkes pan forlatkes kindhearted
1076173,alejandro's gift,en-US, richard_e._albert chronicle_books en-US desert environmental gift uplifting story
1069411,the wedding planner (getting hitched),eng, genevieve_morgan chronicle_books eng weddings wedding planner planning guide
1014338,little red riding hood/caperucita roja,eng, pau_estrada chronicle_books eng spanishenglish duallanguage fairy tale art
1084094,a-z (art of modern rock mini #1),eng,art_of_modern_rock_mini_#1 dennis_king chronicle_books eng posters poster rock modern spinoff
1082697,obsessed with... hollywood: test your knowledge of the silver screen (obsessed with),en-US, andrew_j._rausch chronicle_books en-US movielovers hollywood movies films celebrity
1069024,grilled cheese: 50 recipes to make you melt,eng, marlena_spieler chronicle_books eng sandwich bread cheese cookbook grilled
1080090,taxi driver wisdom,en-US, risa_mickenberg chronicle_books en-US taxi enlightenment philosophers cab wisdom
1065325,merlin the wizard (great tales from long ago),eng, ann__lawrence chrysalis_books eng arthurian merlin magician prophecies retelling
1024274,clinical biochemistry: an illustrated colour text,eng, allan_gaw churchill_livingstone eng biochemistry urinalysis clinical laboratory clinicianpresents
1047621,yakari and the grizzly,eng, derib cinebook_ltd eng yakari grizzly bear derib animals
1047619,"yakari and great eagle (yakari, #1)",eng,"yakari,_#1 derib cinebook_ltd eng yakari prairie indian mustang animals"
1037575,the fairy-faith in celtic countries (library of the mystic arts),eng, w.y._evans-wentz citadel eng fairies fairy folklore occultists folklorists
1040022,goth magick: an enchanted grimoire,eng, brenda_knight citadel eng spellcraft rituals goth magick brenda
1042463,"middle english literature, 1100-1400 (oxford history of english literature)",eng, j.a.w._bennett clarendon_press eng oxford literature shakespeare victorian reissue
1003999,"popular fiction by women, 1660-1730",eng, paula_r._backscheider clarendon_press eng novel literary fiction writer writers
1090814,posterior analytics,eng, aristotle clarendon_press eng aristotles aristotle epistemology axiomatized philosophy
1008440,the east face of helicon: west asiatic elements in greek poetry and myth,eng, m.l._west clarendon_press eng poets poetry greek literatures greece
1054942,shipwreck season,en-US, donna_hill clarion_books en-US lifesavers daniel surfmen lifesaving coast
1047958,garden of the spirit bear: life in the great northern rainforest,eng, dorothy_hinshaw_patent clarion_books eng bear habitat rainforest forests spruce
1081696,dorrie and the haunted schoolhouse,eng, patricia_coombs clarion_books eng witch spells dorrie chaos dither
1090746,where does thursday go?,eng, janeen_brian clarion_books eng friday thursday day bruno birthday
1022132,kids at work: lewis hine and the crusade against child labor,en-US, russell_freedman clarion_books en-US photographs photographer illustrations photobiography lewis
1005924,the long road to gettysburg,eng, jim__murphy clarion_books eng gettysburg 1863 confederate lincoln battle
1094514,the sherlock holmes scrapbook,eng," peter_haining clarkson_n._potter,_inc. eng sherlockian holmes detective sherlock doyle"
1063707,"intoxicated by my illness, and other writings on illness and dying: a critic writes about being critically ill",eng, anatole_broyard clarkson_potter eng anatyole essayist essays cancer death
1026528,martha stewart's new old house,eng, martha_stewart clarkson_potter eng renovation stewart stewarts house homeowners
1026377,the ski house cookbook: warm winter dishes for cold weather fun,eng, tina__anderson clarkson_potter eng recipes recipe meals ski slopesstart
1025530,continuous revival,eng, norman_p._grubb clc_ministries eng revival reviver soulshaking spirit church
1017884,"best of best gay erotica, volume 2",eng, richard_labonté cleis_press eng authors bernstein erotica andy simon
1051826,cliffsnotes on dostoevsky's notes from underground,eng, james_lamar_roberts cliffs_notes eng dostoevskys spiteful literature karamazov narrator
1013447,cliffs notes on wilder's our town,eng, mary_ellen_snodgrass cliffs_notes eng town wilders cliffsnotes thornton emily
1052837,cliffs notes on richter's the light in the forest,eng, mary_ellen_snodgrass cliffs_notes eng sonjohnny novel richter richters literatures
1029461,u.s. history i (cliffs quick review),eng, abraham_hoffman cliffs_notes eng colonial colonization colonies guides slavery
1007857,"emma, vol. 04",eng, kaoru_mori cmx eng emma secrets revealed mysterious surprises
1062779,sign language link: a pocket dictionary of signs,eng, cath_smith co-sign_communications eng deafblind deaf bsl sign fingerspelling
1039941,the art & science of pitching,eng, tom_house coaches_choice_books eng drills pitching coaching exercise coaches
1003646,the dark chamber,eng, leonard_cline cold_spring_press eng novel novels lovecraft lovecrafts author
1031223,the great queens: irish goddesses from the morrigan to cathleen ni houlihan,eng, rosalind_clark colin_smythe eng goddesses goddess connacht deities pagan
1074701,"apollo 16: the nasa mission reports, volume 1 (apogee books space series #23)",eng,"apogee_books_space_series_#23 robert_godwin collector's_guide_publishing,_inc. eng apollo debriefing documents crews mission"
1072307,the aeneid,eng, virgil collectors_library eng literature trojan aeneas rome classics
1057124,for whom the bell tolls,eng, ernest_hemingway collier_books eng hemingway novel writer novels ernest
1045327,the age of innocence,eng," edith_wharton collier_books,_macmillan_publishing_co. eng newland newlands cast novel countess"
1062556,the many-coloured land,eng, julian__may collins eng lightyears discovered tunnel distant galactic
1024999,wilfred to the rescue,eng, alan_macdonald collins eng hedge enchanting brambly mice rescue
1048750,"oh, the things you can count from 1-10",eng, dr._seuss collins eng numberwriting numbers guides children book
1035986,garden birds (collins gem),eng, stephen__moss collins eng birds bird birdwatchers companion pests
1092795,the lord of the rings: the two towers - photo guide,eng, david__brawn collins eng gandalf gollum mordor towersdiscover sarumans
1070885,collins tree guide,eng, owen__johnson collins eng trees tree eucalyptus arboretums guides
1037081,stars and stripes: the story of the american flag,eng, sarah_l._thomson collins eng stripes parades flag flagfifty pride
1088076,darkroom basics: ... and beyond,eng, roger_hicks collins__brown eng prints darkroom portraits print posters
1099941,who won the oil wars?: how governments waged the war for oil rights (conspiracy books),en-GB, andy_stern collins_&_brown en-GB oil conspiracies exxonmobil suez wars
1048751,the cat in the hat and other stories: jigsaw book (dr seuss jigsaw book),eng, dr._seuss collins_publishers eng grinch seusss seuss puzzles sneetches
1098987,land of the rainbow snake: aboriginal children's stories and songs from western arnhem land,eng, catherine_h._berndt collins_publishers eng aborigines western stories land australia
1048003,jane's battles with the luftwaffe: the bomber campaign against germany 1942-45,en-GB, theo_boiten collins_reference en-GB luftwaffe aircombat 1945 aircrew aircraft
1068165,jane's aircraft recognition guide,eng, michael_j._gething collins-janes eng aircraft aviation janes list recognition
1050974,"colonial citizens: republican rights, paternal privilege, and gender in french syria and lebanon",eng, elizabeth_f._thompson columbia_university_press eng lebanese 1946colonial lebanon postcolonial syrians
1005022,narrative and dramatic sources of shakespeare: volume vi: other classical plays,eng, geoffrey_bullough columbia_university_press eng shakespeare shakespeares shakespearesvolume literature texts
1029377,"mary shelley: frankenstein: essays, articles, reviews",eng, berthold_schoene-harwood columbia_university_press eng frankenstein frankensteins shelleys novels literatures
1058902,wild desires and mistaken identities: lesbianism and psychoanalysis,eng, noreen_o'connor columbia_university_press eng lesbianism lesbian psychoanalytic psychotherapeutic psychotherapists
1059728,in their own voices: transracial adoptees tell their stories,eng, rita_james_simon columbia_university_press eng adoption transracial adopted biracial racial
1008787,"identity poetics: race, class, and the lesbian-feminist roots of queer theory",en-GB, linda_garber columbia_university_press en-GB lesbianism queer lesbianfeminist lesbianslesbians feminism
1020675,new york city trees: a field guide for the metropolitan area,eng, edward_sibley_barnard columbia_university_press eng trees tree york parks leaf
1090616,"poems between women: four centuries of love, romantic friendship, and desire",en-GB, emma_donoghue columbia_university_press en-GB poems poets verse womens love
1029378,"geoffrey chaucer: the general prologue to the canterbury tales: essays, articles, reviews",eng, jodi-anne_george columbia_university_press eng prologue canterbury literary chaucer essays
1082377,juan ramon jimenez (essays on modern writers),eng, howard_t._young columbia_university_press eng المعارف از جهانجلد مقالات ادبیات
1093651,kitchen mysteries: revealing the science of cooking (arts & traditions of the table: perspectives on culinary history),eng, hervé_this columbia_university_press eng recipes culinary cooking meal gastronomy
1014711,acquainted with the night: insomnia poems,en-GB, lisa_russ_spaar columbia_university_press en-GB insomniameditations nocturnal insomnias poems sleepless
1012663,truth and the past,eng, michael_dummett columbia_university_press eng dewey dummett dummetts philosophy realism
1074252,empire on the hudson: entrepreneurial vision and political power at the port of new york authority,eng, jameson_w._doig columbia_university_press eng seaport port infrastructurethe bridges hudson
1030693,herman melville: moby-dick: essays - articles - reviews,eng, nick_selby columbia_university_press eng melville mobydick melvilles mobydicks americanist
1013115,imperial lives and letters of the eleventh century,eng, theodor_mommsen columbia_university_press eng papal conrad emperor henry secular
1020479,forbidden partners: the incest taboo in modern culture,eng, james_b._twitchell columbia_university_press eng incest taboo literature melville hawthorne
1063543,the implied spider: politics & theology in myth,en-US, wendy_doniger columbia_university_press en-US cultures postcolonial culturesthe myths culture
1096593,the doggy bone cookbook,eng, michele_bledsoe come_&_get_it_publishing eng recipes cookbook canine treats biscuits
1065447,"swann in love, volume 1 (remembrance of things past, #4)",eng,"remembrance_of_things_past,_#4 stéphane_heuet comicslit eng odette swann attraction obsession century"
1086306,m.o. - crimes of practice: the offical cwa anthology,eng, martin_edwards comma_press eng narratives crimes murderous tales crime
1030123,"the little book of letting go: a revolutionary 30-day program to cleanse your mind, lift your spirit and replenish your soul",en-US, hugh_prather conari_press en-US happiness addiction letting habitual spiritual
1057362,meditations on divine mercy: a classic treasury of devotional prayers,eng, johann_gerhard concordia_publishing_house eng meditate prayers devotional meditations prayer
1060063,high treason: assassination of president john f. kennedy,en-US, robert_j._groden conservatory_press en-US assassination oswald kennedy kennedywhat treason
1060067,high treason,en-US," robert_j._groden conservatory_press_(boothwyn,_pa) en-US assassination oswald treason kennedy kennedywhat"
1082797,the medusa file: crimes and coverups of the u.s. government,eng, craig_roberts consolidated_press_international eng medusa government secrets crimes reader
1024953,murder among friends,eng, elizabeth_ferrars constable eng aubreys aubrey cecily ritter wardens
1086295,"agatha raisin and the wellspring of death (agatha raisin, #7)",eng,"agatha_raisin,_#7 m.c._beaton constable_&_robinson eng agatha ancombe raisins tongues pr"
1095437,brief lives of the english monarchs: from william the conqueror to elizabeth ii,eng, carolly_erickson constable_&_robinson eng elizabeth monarch william queen edward
1086296,"agatha raisin and the wizard of evesham (agatha raisin, #8)",eng,"agatha_raisin,_#8 m.c._beaton constable_&_robinson eng agatha john wizard hairdresser mr"
1017126,the futurological congress,eng, stanisław_lem continuum eng tichy hotel hilton ijon hiltons
1033112,book of westerns,en-US, ian_cameron continuum en-US westerns western films 1939 masculinity
1093619,otherworld uprising,eng, shary_boyle conundrum_press eng art illustrated novelist imagery figurines
1022938,"steam, steel & shellfire: the steam warship 1815-1905",eng, robert_gardiner conway_maritime_press eng ottoman turkish ataturks ships dardanelles
1021818,the battlecruiser hood,eng, john_arthur_roberts conway_maritime_press_ltd eng hms 1941 bismarck hood ships
1044107,"complete home improvement: with 300 projects and 2,000 photos",eng, black_&_decker cool_springs_press eng remodeling maintenance contractors appliance homeowners
1044106,complete home repair: with 350 projects and 2300 photos,eng, black_&_decker cool_springs_press eng maintenance homeowner homeowners repair guide
1090136,julius streicher: nazi editor of the notorious anti-semitic newspaper der sturmer,en-GB, randall_l._bytwerk cooper_square_publishers en-GB streicher streichers nazis nazi hitler
1035175,"cross cultural business behavior: negotiating, selling, sourcing and managing across cultures",eng, richard_r._gesteland copenhagen_business_school_press eng negotiating nordic sales negotiator customers
1044095,alice in quantumland: an allegory of quantum physics,eng, robert_gilmore copernicus_books eng quantumland quantum alice alices gilmore
1056470,the book of questions,eng, pablo_neruda copper_canyon_press eng poems neruda poetry nerudas poetic
1050481,the kiss,eng, danielle_steel corgi eng isabelle tragedy marriage loveless paris
1050464,lightning,en-GB, danielle_steel corgi en-GB alex alexs sam novelist alexandra
1017601,pegasus in flight,eng, anne_mccaffrey corgi eng earth kidnappersrhyssa children colonization owen
1017602,"freedom's choice (catteni, #2)",eng,"catteni,_#2 anne_mccaffrey corgi eng botany catteni farmers cropsand expeditions"
1080114,the wild boys,eng, william_s._burroughs corgi eng wild burroughs gang boys guerrilla
1030168,the cat who came in from the cold,eng, deric_longden corgi eng longden cat deric slipped aileens
1097467,"teacher, teacher! (teacher #1)",eng,teacher_#1 jack_sheffield corgi eng headmaster headmasterthe headmasterwarm caretaker jack
1001094,"the bones (ettison, #2)",eng,"ettison,_#2 sheri_s._tepper corgi eng mahlias mahlia witchcraft terror voodoo"
1017622,"acorna's quest (acorna, #2)",eng,"acorna,_#2 anne_mccaffrey corgi eng acorna mysterious infant asteroid galaxy"
1017605,"killashandra (crystal singer, #2)",en-US,"crystal_singer,_#2 anne_mccaffrey corgi en-US optheria crystals crystal glittering singers"
1066057,in a vain shadow,eng, james_hadley_chase corgi eng že zvláštního nějaké zbavit možnost
1024903,the seven daughters of eve,eng, bryan_sykes corgi eng ancestors dna genetic ancestry sykes
1059277,the book of ultimate truths,eng, robert_rankin corgi eng sullivan arthur gurus book guru
1022148,the song of homana (chronicles of the cheysuli #2),eng,chronicles_of_the_cheysuli_#2 jennifer_roberson corgi eng homana homanas tyrant prophecy exile
1058515,when she was good,eng, philip_roth corgi_books eng novel fictional lucy realism moralistic
1041810,the world according to garp,en-GB, john_irving corgi_books en-GB extraordinary novel garp book books
1035361,holocaust,en-GB, gerald_green corgi_books en-GB holocaust nazi weiss miniseries novel
1055347,"battle circle (battle circle, #1-3)",en-US,"battle_circle,_#1-3 piers_anthony corgi_books en-US novel sword trilogy swordin rope"
1038822,blood and chocolate,en-GB, annette_curtis_klause corgi_books en-GB howl vivian wolf wolfvivian aiden
1059188,the crew,en-GB, bali_rai corgi_childrens en-GB gangs ghetto gang streetsmart billy
1017660,black horses for the king,eng, anne_mccaffrey corgi_childrens eng artos horses battlegalwyn saxons quest
1063125,the forestwife trilogy,eng, theresa_tomlinson corgi_childrens eng robin hood medieval theresa marians
1059184,rani and sukh,eng, bali_rai corgi_childrens eng novel rani punjab affair tragedy
1022883,the scarecrow and his servant,en-GB, philip_pullman corgi_yearling en-GB scarecrow jack spring thunderstorm rain
1059420,"fast tanks and heavy bombers: innovation in the u.s. army, 1917-1945",eng, david_e.__johnson cornell_university_press eng infantry military army tanks tactical
1046034,roman architecture,eng, frank_sear cornell_university_press eng constantinople architecture archaeological architects buildings
1050737,creating a chinese harbin,eng, james_____carter cornell_university_press eng manchukuo nationalism harbin chinese manchurian
1061149,from colonials to provincials: american thought and culture 1680-1760,eng, ned_c._landsman cornell_university_press eng colonial colonies transatlantic settlers british
1054655,divided union: the politics of war in the early american republic,eng, scott_a._silverstone cornell_university_press eng federalist 1812 federal states conflicts
1080820,the archaeology of greece: an introduction,eng, william_r._biers cornell_university_press eng archaeology ancient perseus greek greece
1071618,the early growth of european economy (world economic history),eng, georges_duby cornell_university_press eng peasants twelfth warriors centuries st
1001820,pride and prejudice,eng, clare_west cornelsen_&_oxford_university_press eng reading literature vocabulary book stories
1050408,"bloody river blues (john pellam, #2)",en-GB,"john_pellam,_#2 william_jefferies coronet en-GB scout scouting pelham thriller midwest"
1050404,the lesson of her death,en-GB, jeffery_deaver coronet en-GB detective corde murdered killer nightmare
1050392,death of a blue movie star,eng, jeffery_deaver coronet eng hitchcock shelly actress film films
1091779,the iron sun: crossing the universe through black holes,eng, adrian_berry coronet eng space instantaneous holes future travel
1050393,"manhattan is my beat (rune, #1)",eng,"rune,_#1 jeffery_deaver coronet eng manhattan rune kelly kellys runes"
1064140,"left at east gate: a first-hand account of the rendlesham forest ufo incident, its cover-up & investigation",en-US, larry_p._warren cosimo en-US ufo sightings documentaries investigative documentary
1058426,"the dharma, the religion of enlightenment",eng, paul_carus cosimo_classics eng buddhism buddhismin buddha buddhist meditations
1039593,sword of the demon,eng, richard_a._lupoff cosmos_books_/_wildside_press eng sword realms kj warrior enlightenment
1056304,the heart sutra: the womb of buddhas,eng, red_pine counterpoint eng sutra buddhism sanskrit enlightenment teachings
1052017,pushkin hills,eng, sergei_dovlatov counterpoint eng alikhanov mikhaylovskoye dovlatov kgb russian
1060419,"shoes outside the door: desire, devotion, and excess at san francisco zen center",eng, michael_downing counterpoint eng buddhism zen spiritual individualism intellectuals
1030480,the american indian: the indigenous people of north america,eng, colin_f._taylor courage_books eng tribes native indian crafts hunting
1047501,in the city (the amazing giant book of first words),eng, tony_wolf courage_books eng lifttheflap lift preschoolers flaps books
1026316,the adventures of tom sawyer (courage literary classic),eng, mark_twain courage_books eng mississippi river nineteenth pranks adventures
1013060,discovering computers: fundamentals (shelly cashman),eng, gary_b._shelly course_technology eng courses software application concepts computer
1048433,"new perspectives on microsoft office access 2003, comprehensive (new perspectives (paperback course technology))",en-US, joseph_j._adamski course_technology en-US access microsoft skills learning students
1062424,horrible haircut,eng, alison_ritchie crabtree_publishing_company eng lucy lucys haircut hair scruffy
1073438,paint contractor's manual,eng, dave_matis craftsman_book_company eng painting paint profits contracts production
1031861,browse's introduction to the symptoms and signs of surgical disease,eng, norman_l._browse crc_press eng breast surgical surgery examination examinationtogether
1030532,petroleum refining: technology and economics,eng, james_h._gary crc_press eng refinery refiners refining petroleum fuels
1004899,"numerical methods, algorithms and tools in c#",eng, waldemar_dos_passos crc_press eng numerical programming algorithms java programs
1020023,the art of systems architecting,eng, eberhardt_rechtin crc_press eng architectural architecting architects architecturesand architectingbrthe
1020119,the iacuc handbook,en-US, jerald_silverman crc_press en-US committees institutional institutions oversight iacuc
1049155,advanced university physics,eng, mircea_s._rogalski crc_press eng physics physicists theoretical introductory dynamics
1041538,the last voyage of the cassiopeia,eng," stephen_turner createspace,_inc.,_stephen_turner_inc. eng creation scifi book adventures adventure"
1013895,roads,eng, john__mccrae creative_education eng goodreads librarian bridges roads author
1050090,log cabin quilts unlimited: the ultimate creative guide to the most popular and versatile pattern,eng, patricia_cox creative_publishing_international eng quilting quilts quilt quilter quilters
1044098,complete home repair: from foundations to roofing - 350 diy projects,eng, black_&_decker creative_publishing_international eng decker repair homeowner workshop tools
1098806,carpentry: remodeling: hundreds of step-by-step photos,eng, black_&_decker creative_publishing_international eng framing design windows instructions includes
1052506,"long ago and today (learn to read, read to learn: social studies)",eng, rozanne_lanczak_williams creative_teaching_press eng reading reader illustrations comprehension stories
1016556,"at the seashore (look once, look again science series)",eng," david_m._schwartz creative_teaching_press,_inc. eng nature ecosystems plants springboards children"
1071642,the christmas pop-ups: the nutcracker,eng, victoria_crenson crescent eng illustrated ventura marco
1094081,"the final deduction (nero wolfe, #35)",eng,"nero_wolfe,_#35 rex_stout crimeline eng wolfe archie murder goodwin abducted"
1030338,death at sandringham house (her majesty investigates #2),en-US,her_majesty_investigates_#2 c.c._benison crimeline en-US housemaid queen monarch palaces majesty
1087597,"baptism in blood (gregor demarkian, #14)",eng,"gregor_demarkian,_#14 jane_haddam crimeline eng bellerton murder carolina hurricane murdered"
1030336,death at buckingham palace (her majesty investigates #1),eng,her_majesty_investigates_#1 c.c._benison crimeline eng palace jane footman mansion murderer
1087600,"act of darkness (gregor demarkian, #3)",eng,"gregor_demarkian,_#3 jane_haddam crimeline eng fox president demarkian legislator stephen"
1024927,the league of frightened men,en-US, rex_stout crimeline en-US chapins wolfes cripple poems archies
1087598,"precious blood (gregor demarkian, #2)",eng,"gregor_demarkian,_#2 jane_haddam crimeline eng cheryl murders killer demarkian fbi"
1008115,psychic healing with spirit guides and angels,eng, diane_stein crossing_press eng soul healing psychic handson spirit
1008126,healing with flower and gemstone essences (healing series),eng, diane_stein crossing_press eng psychoneuroimmunology gemstone essences gems chakras
1018162,sunsets: reflections for life's final journey,eng, deborah___howard crossway_books eng hospice dying grief death deaths
1010195,the great exchange: my sin for his righteousness,eng, jerry_bridges crossway_books eng salvation salvationas condemnation testament gospel
1054918,treasures of the heart,eng, donna_fletcher_crow crossway_books eng emma mary countess reader heath
1031706,feminine appeal: seven virtues of a godly wife and mother,eng, carolyn_mahaney crossway_books eng mahaney gospel motherhood wives vocations
1020063,snowball earth: the story of the great global catastrophe that spawned life as we know it,en-US, gabrielle_walker crown en-US cambrian fossil catastrophe arctic climatic
1070529,the wicker man,eng, robin__hardy crown eng wicker neil abducted tale lured
1070129,down by the bay,eng, raffi_cavoukian crown_books_for_young_readers eng toddlers book whale song songs
1043050,tamara de lempicka: a life of deco and decadence,eng, laura_claridge crown_publications eng paintings painter painters painterthough painterly
1086553,"big bosoms and square jaws: the biography of russ meyer, king of the sex film",en-US, jimmy_mcdonough crown_publishers_(nyc) en-US moviemaking filmmakers moviemakers filmmaking film
1013206,a piece of cake: a memoir,en-US, cupcake_brown crown_publishing_group_(ny) en-US cupcake cupcakes memoir memoirs storyteller
1087422,superwoman,en-GB, shirley_conran crown_publishing_group_(ny) en-GB practicalsuperwoman woman domestic encyclopaedias guide
